name,brand,category,price,calories_per_100g,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,ingredients,allergens,organic,gluten_free,description
"Creamy Sweet Potato Soups","SuperSeeds","Soups",15.19,265,8.1,2.9,20.4,7.8,14.2,925,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",8.57,130,5.5,16.5,28.7,8.2,1.3,177,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",8.60,379,20.6,2.9,7.9,2.0,21.5,738,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",20.33,165,17.4,6.8,30.5,11.8,12.7,870,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",31.94,381,24.8,16.7,5.8,13.3,11.9,546,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",11.15,266,11.8,12.5,22.0,13.9,16.4,303,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",5.97,100,26.5,18.9,36.5,11.5,8.7,661,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",34.69,147,20.5,1.6,31.7,8.5,3.1,203,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",27.70,257,10.1,17.7,27.2,6.6,22.8,185,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",14.22,375,8.0,6.3,15.3,6.6,6.0,1010,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",20.97,353,2.4,6.6,15.7,11.0,18.3,1014,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",26.65,269,24.9,2.6,22.3,14.2,16.2,965,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",15.36,439,16.6,12.6,34.6,12.3,6.6,451,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",11.92,380,16.9,20.0,11.3,14.0,14.1,439,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",24.13,235,21.3,4.0,42.2,4.2,23.3,751,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",34.18,378,7.7,19.7,36.8,2.2,16.3,103,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",26.69,316,6.2,3.3,7.4,13.7,6.4,220,"natural ingredients","none",true,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",5.29,244,4.3,14.4,48.3,13.8,11.1,378,"natural ingredients","none",false,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",9.92,273,26.1,16.3,41.0,14.3,1.0,969,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",15.84,377,8.1,17.3,6.7,5.9,3.2,161,"natural ingredients","none",false,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",11.71,50,8.3,17.6,12.6,5.3,7.8,820,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",12.62,361,18.1,12.9,8.6,7.6,14.1,794,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",19.37,85,14.7,13.0,39.0,6.7,4.9,211,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",8.91,69,17.6,2.2,33.7,8.8,15.4,974,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",31.50,352,10.1,14.4,33.4,13.4,25.7,287,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",7.23,72,14.0,10.2,16.8,9.5,21.3,166,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",6.34,408,24.2,11.6,50.9,14.9,1.5,569,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",24.49,111,5.4,7.5,33.5,3.3,1.9,941,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",33.12,174,14.2,5.5,30.1,10.9,6.0,531,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",14.92,408,9.0,15.2,11.2,14.4,9.8,999,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",27.24,59,2.5,7.6,25.7,10.7,1.8,765,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",10.17,396,16.6,1.2,12.5,10.4,19.2,146,"natural ingredients","none",true,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",21.71,76,5.5,8.7,8.7,4.8,5.3,249,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",27.20,139,23.2,12.7,47.5,15.0,5.2,718,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",11.03,282,23.5,5.3,45.2,10.9,2.1,931,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",10.72,168,6.4,20.2,13.8,5.5,9.0,302,"natural ingredients","none",false,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",22.79,278,23.5,16.9,13.6,10.0,8.2,365,"natural ingredients","none",false,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",11.99,283,22.1,15.9,30.5,4.2,9.6,765,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",12.52,56,14.0,17.2,32.2,1.3,7.3,825,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",32.08,265,26.1,17.1,43.8,5.1,21.5,867,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",21.63,410,14.4,3.4,44.0,13.7,18.4,965,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",17.46,267,23.4,2.7,28.8,8.7,10.2,587,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",30.01,296,15.8,11.1,27.4,9.9,18.3,240,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",12.82,274,5.7,15.0,47.6,5.3,11.6,316,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",22.69,112,13.7,17.0,8.7,3.3,19.8,110,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",34.34,143,22.3,2.8,10.4,13.3,8.2,930,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",5.19,161,13.3,7.5,39.5,5.8,4.3,246,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",14.69,61,25.7,3.3,17.6,12.1,14.0,107,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",25.75,386,11.6,15.2,7.1,11.0,9.6,208,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",21.74,196,14.6,14.8,25.6,6.8,6.9,931,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",32.43,272,14.6,18.4,11.2,9.5,19.0,679,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",11.97,302,24.8,6.6,18.8,3.9,22.8,898,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",27.94,188,7.0,14.0,29.9,7.6,2.7,51,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",7.37,323,2.3,2.4,13.4,4.7,15.5,858,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",10.73,242,17.4,8.5,33.2,2.2,13.8,961,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",17.38,74,8.5,8.5,51.1,11.9,4.0,197,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",34.12,383,7.5,11.8,18.6,2.8,8.4,701,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",31.25,132,26.4,8.0,20.0,8.0,18.2,153,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",31.43,151,9.3,6.4,32.0,2.1,19.4,65,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",11.99,198,17.0,19.6,45.1,10.9,23.6,605,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",31.14,212,3.7,18.0,19.4,12.1,6.1,867,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",31.04,158,14.6,5.6,28.5,12.8,1.8,111,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",22.41,193,21.5,9.0,54.9,7.1,24.2,673,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",31.86,376,24.3,9.0,47.3,15.0,17.5,595,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",34.62,329,9.9,1.6,16.5,12.2,14.6,283,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",18.42,285,19.0,1.8,37.2,2.8,24.9,168,"natural ingredients","none",false,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",32.39,148,21.5,13.4,30.0,4.1,19.4,180,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",23.17,432,19.7,19.0,37.0,9.0,9.2,65,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",34.62,70,21.2,1.7,8.6,1.1,14.3,853,"natural ingredients","none",false,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",32.50,358,22.8,5.6,25.0,8.6,7.9,762,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",22.95,244,9.6,12.0,52.2,9.7,10.4,327,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",32.30,63,4.6,20.7,41.3,3.6,9.3,1011,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",34.21,270,22.9,16.0,25.3,13.3,2.5,545,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",34.51,201,6.9,6.9,10.4,4.7,12.3,935,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",15.98,398,19.8,5.5,34.0,12.6,4.0,951,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",24.37,430,17.9,19.7,31.5,10.0,4.4,285,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",13.39,263,14.3,5.4,12.0,13.8,24.1,414,"natural ingredients","none",true,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",23.72,195,19.0,20.5,32.0,1.6,18.0,280,"natural ingredients","none",false,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",8.57,417,20.3,16.8,34.9,10.9,15.8,92,"natural ingredients","none",true,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",25.61,245,12.3,16.9,47.5,7.6,9.9,861,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",21.82,258,14.4,15.8,35.5,9.5,23.2,661,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",9.18,390,19.0,7.6,18.1,1.2,7.9,141,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",18.68,125,22.1,19.1,12.8,2.4,7.3,1025,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",13.23,438,11.1,14.6,12.5,4.3,23.2,425,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",31.91,243,8.5,13.4,29.6,6.8,3.5,920,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",23.54,64,16.1,18.4,42.6,15.1,14.2,570,"natural ingredients","none",false,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",15.64,308,20.0,16.0,50.4,9.6,5.9,607,"natural ingredients","none",false,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",25.59,78,6.7,8.6,34.4,13.6,8.3,489,"natural ingredients","none",true,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",8.74,144,9.6,7.2,48.9,5.5,8.8,312,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",6.54,443,2.3,1.3,8.8,12.8,24.6,807,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",11.16,330,23.5,13.2,11.2,7.3,12.5,297,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",31.25,360,15.0,16.1,49.3,14.3,22.0,990,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",30.41,371,19.3,10.6,32.9,9.1,14.9,784,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",11.05,283,16.7,8.1,35.9,13.2,9.4,207,"natural ingredients","none",true,false,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",14.74,291,16.8,19.1,5.8,1.0,14.6,625,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",6.14,65,20.6,10.9,5.4,7.7,17.2,530,"natural ingredients","none",true,false,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",23.54,119,17.2,16.4,39.1,15.5,21.9,355,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",10.56,441,2.5,4.0,18.9,1.6,20.9,512,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",33.33,136,18.1,20.0,11.9,9.9,25.8,598,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",28.64,341,17.2,17.9,13.3,15.2,20.7,744,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",33.69,214,4.4,13.9,9.7,6.0,9.9,148,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",24.07,211,22.1,16.8,10.6,15.5,14.3,436,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",30.14,195,17.5,9.8,50.1,15.8,23.5,763,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",10.81,120,15.4,4.6,25.2,11.4,19.0,895,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",30.13,121,26.1,14.7,29.6,2.4,16.7,861,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",21.68,152,26.4,4.8,35.1,9.0,6.7,866,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",32.50,419,16.1,13.0,28.4,1.0,9.9,714,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",18.93,202,13.2,15.7,31.8,4.9,25.5,1031,"natural ingredients","none",false,false,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",32.17,93,26.3,8.6,20.6,5.0,10.4,537,"natural ingredients","none",false,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",21.05,405,2.7,5.3,47.8,1.1,19.4,351,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",7.22,55,9.0,8.1,5.9,8.9,4.1,730,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",9.29,80,14.6,19.8,46.4,15.7,25.0,226,"natural ingredients","none",false,false,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",17.17,171,26.9,6.5,12.3,1.7,5.6,162,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",17.14,70,20.0,1.9,32.3,5.0,21.8,233,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",13.75,106,21.7,6.0,41.2,3.2,10.7,910,"natural ingredients","none",true,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",11.24,250,22.5,1.1,16.2,7.4,24.5,455,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",22.31,74,25.9,15.6,18.6,11.2,7.3,869,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",19.00,379,19.5,19.5,26.7,2.1,5.3,583,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",8.81,197,4.9,1.7,14.9,12.0,9.3,718,"natural ingredients","none",false,true,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",10.40,140,7.1,4.8,40.8,6.6,15.0,157,"natural ingredients","none",false,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",32.45,123,14.1,5.5,48.2,3.5,8.4,142,"natural ingredients","none",true,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",13.87,87,6.3,20.9,41.1,15.7,20.4,231,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",34.46,124,20.8,5.4,54.6,13.3,3.5,851,"natural ingredients","none",false,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",10.65,344,20.0,5.2,45.3,8.0,15.9,828,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",30.16,367,18.7,15.7,42.0,13.0,7.9,338,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",31.22,198,10.0,19.7,48.8,2.3,19.4,795,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",27.08,191,19.1,11.7,22.2,15.0,6.1,770,"natural ingredients","none",true,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",22.21,389,5.5,18.5,41.0,14.1,17.1,441,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",8.15,382,3.3,11.8,42.3,2.6,25.2,1049,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",31.29,311,20.2,12.1,51.3,5.6,24.6,1015,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",27.51,129,21.7,5.0,30.4,3.8,12.7,514,"natural ingredients","none",false,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",22.65,448,23.5,3.4,24.9,3.5,16.4,699,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",21.26,52,26.9,12.4,46.8,6.5,12.9,118,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",31.36,154,20.4,20.1,41.6,4.6,25.3,852,"natural ingredients","none",true,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",27.49,52,7.6,3.0,53.7,4.6,22.2,148,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",23.29,112,9.0,10.1,10.5,3.8,22.7,645,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",18.62,353,4.3,15.7,17.6,4.4,12.2,346,"natural ingredients","none",false,true,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",26.03,371,23.4,10.7,26.2,5.7,11.4,734,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",20.67,242,22.8,12.2,40.2,1.6,20.9,202,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",20.88,256,10.3,6.7,42.3,2.5,22.4,384,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",5.68,440,10.1,18.2,26.3,8.7,2.7,351,"natural ingredients","none",true,false,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",11.77,212,3.5,11.3,5.3,12.2,7.8,593,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",32.10,327,22.8,9.8,16.8,11.0,4.5,700,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",20.20,285,14.8,5.1,39.5,7.5,6.9,183,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",24.42,303,16.3,14.7,19.6,7.7,11.0,599,"natural ingredients","none",true,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",9.81,431,13.2,19.2,11.0,2.8,7.4,795,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",16.63,199,18.0,10.8,50.8,9.1,23.1,890,"natural ingredients","none",true,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",26.63,93,19.4,1.8,13.6,3.6,8.7,907,"natural ingredients","none",false,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",21.11,220,3.6,20.5,16.2,2.1,7.7,649,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",22.79,162,13.7,15.3,36.8,14.6,22.6,344,"natural ingredients","none",true,true,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",25.55,283,3.8,14.0,48.8,9.9,23.8,63,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",31.92,180,23.4,8.8,12.8,2.6,25.7,804,"natural ingredients","none",false,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",15.37,302,8.1,9.9,31.0,6.8,15.1,258,"natural ingredients","none",true,true,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",21.45,246,6.9,10.4,39.7,5.0,6.7,63,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",20.22,208,22.4,6.9,34.7,9.0,16.4,571,"natural ingredients","none",false,true,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",19.18,415,3.4,7.6,41.6,12.3,22.4,944,"natural ingredients","none",true,true,"Healthy fresh avocado smoothies"
"Premium Salmon Salads","DairyFresh","Salads",23.47,115,16.1,16.4,18.8,1.3,9.7,691,"natural ingredients","none",true,false,"Healthy premium salmon salads"
"Natural Chicken Bowls","PowerSnack","Bowls",19.68,349,11.2,15.4,45.4,14.0,10.8,831,"natural ingredients","none",true,true,"Healthy natural chicken bowls"
"Artisan Tofu Snacks","GreenLife","Snacks",7.87,388,6.3,7.2,27.7,7.0,7.0,412,"natural ingredients","none",true,false,"Healthy artisan tofu snacks"
"Crispy Kale Beverages","SushiMax","Beverages",7.75,401,18.7,13.8,16.9,14.1,11.5,295,"natural ingredients","none",true,false,"Healthy crispy kale beverages"
"Creamy Sweet Potato Soups","SuperSeeds","Soups",28.05,192,23.4,15.1,47.7,6.2,10.0,983,"natural ingredients","none",false,true,"Healthy creamy sweet potato soups"
"Spicy Lentil Entrees","DeliMax","Entrees",19.29,248,11.4,11.7,24.3,2.9,14.8,181,"natural ingredients","none",true,true,"Healthy spicy lentil entrees"
"Sweet Mushroom Breakfast","FitnessFuel","Breakfast",30.42,180,24.1,6.7,49.3,13.3,14.3,457,"natural ingredients","none",true,false,"Healthy sweet mushroom breakfast"
"Savory Berry Desserts","HealthyChoice","Desserts",10.03,247,21.4,5.5,32.7,15.6,4.6,824,"natural ingredients","none",false,true,"Healthy savory berry desserts"
"Organic Quinoa Protein","NutriMax","Protein Bars",19.77,414,13.3,17.8,25.0,3.7,2.8,854,"natural ingredients","none",false,false,"Healthy organic quinoa protein"
"Fresh Avocado Smoothies","KetoLife","Smoothies",22.46,413,26.6,5.4,45.6,15.9,25.7,592,"natural ingredients","none",false,true,"Healthy fresh avocado smoothies"
